feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
0.20273791467099034,0.8415941751105611,-0.021072211688420252,0.3258738465942115,0.5071465700059427,1.0402391396359372,-1.123013601369222,-1.492336907515788,-0.9140432583047735,-0.572595232797199
0.0409999945837041,1.4123537165043905,-0.12382737478717254,1.301122591167378,-1.6073268351701744,-0.6226812014051568,0.15993497632779022,-1.0549481769599827,0.23864390621504844,0.03125529470697974
-0.10657600651459655,-1.6365542443157983,1.110582504450286,0.27642368226877834,-0.7256150726309785,1.4572052785754468,-0.840352232184945,-0.6993077695816402,0.1198645386319737,1.448514663035274
0.33085377737352134,0.27264912333613894,0.6176534890564996,0.23265745701078644,0.5143920407791353,-2.1522733635818962,-0.40909398987885554,-0.946515172507521,0.44639007081090587,0.7217879212715324
0.5888334307764828,0.22914684526281584,-0.17494367514989193,0.34355866494892473,1.3137716790192608,-1.497965016136814,-0.49631439358027923,-1.3512889511981676,-0.4532088807017612,1.1552100414704634
0.6081632400928805,1.4926601082609678,-0.86788960093473,1.1569620937168552,0.18541859610645517,0.32036752487410103,1.210813672237673,0.7116624978820788,0.26770519340036947,-0.6916415694546617
0.21936153004740142,0.6703343573696673,0.0005152540724107531,1.4482833711997851,-1.287776764582091,-0.7284885254470987,3.45426387470724,-0.10695493140463178,-0.03555049973784514,-0.3891638676905655
0.726095997055778,0.41898750635254883,-0.2503703259550549,0.5662218818141572,0.7410868153386528,-1.2339992590213829,0.7235712701442037,-0.4602266666003031,-1.1351944509838974,-0.3649517044001777
-0.33225543215209474,0.3933093258069308,0.7127169823105296,1.4893635502996698,-0.2978260096634185,-1.0076469582352396,1.5647906461086538,0.8068893113369373,0.9791808501934781,0.43182614615202286
1.6895948565484435,1.3754754021757756,1.94332800540573,-0.1473430217688841,-1.6040811235624142,-0.39618299991792133,-0.5083398968825515,1.3013331368312802,1.6161033621512781,0.45206246266915645
-2.0523649661534984,-1.2079632941869223,-1.8238744202404416,0.06594728923360935,-0.5037787818726343,0.8852025472242904,-1.0257899987969497,-0.3776822760620523,0.06249800440313866,1.9775547149932242
1.2043611278160902,0.6821517751023446,0.9222852221495421,-0.21794404455402674,-0.37455721370927136,0.6301468909356331,-1.129928984008845,0.12651795728295795,-0.016735803645217037,-1.0982401547731333
1.8552185490975557,0.12460514036409102,0.9067431475403664,-1.615975012600722,-0.2911326965304219,-0.2958845596186286,-1.2123210323518758,-0.2807995187051082,0.19504066238915252,0.4457741621250404
-0.12329089690076826,-0.04141756352558701,-1.0696331700177726,-0.6172212380986475,0.4744630024932143,0.12583045551983527,-0.10548962970707029,-0.15831879623792894,0.05016826818704835,1.364116297038269
-0.5965636625898187,-0.5119989056168206,-0.39454645867681687,-0.6635438680918229,-1.6834207359740796,-1.1677422755272944,-0.10347781736906571,-0.3943068365910641,0.42276393779598803,0.15100755755086678
-1.696078401438898,-0.2560977320706666,-0.9387735623594899,-1.4922634749228008,-0.8673520981854725,-1.0181004443274617,-0.522915095356898,-1.511507108677202,-0.4117689887499392,0.4997402813382019
0.33616382960478525,0.1351414064373435,-0.09802792032147234,0.5816941860610568,1.3548505363890606,0.47077350710188987,-0.452813442307411,-0.30019422425615655,-0.8255196474156138,0.29469435091735935
1.0765940261070646,-0.13297600784006094,-0.5574192787335945,-0.6692778198549153,-1.4585189621038912,1.1293793936514367,1.5987331647764456,0.20218589967815687,-1.0344045490597618,0.3632091953224938
-0.0807555265922895,1.270113800010864,1.464600788158765,-0.5728270354720058,1.4160909811496905,-0.23481634282992966,-0.29345114149141394,0.9649422747654833,-0.4715345378691458,1.520456715675626
0.3870823524360609,-0.16384056373639758,1.3629162047531267,0.3268652073115011,-1.1893728824291085,0.485789773452895,-0.7058435530503621,-0.028711921201179734,-0.06528910659825125,-1.8026605717452855
0.15107542231170923,0.22765831774124384,-0.2773972966792633,0.7700565605879627,0.1044139478336918,0.26683192614449086,0.4917464455497321,0.15372152772626257,0.2997748054722704,0.07668215186293204
0.005805989750741965,0.3893443383101997,-0.2577226297018123,-0.34836402362365443,-1.6371473635817007,-0.45855944313358843,-0.5329430416305376,0.3189781196262219,-0.19952484336255202,-0.4667613497092668
-3.200218794303058,-0.8602350826225544,0.5495123188299292,-1.6879584446152303,0.5077212582470071,0.2637629114300391,1.3947987413900513,0.10274908905405776,0.36348579750179333,-2.569679889979993
0.013776010870597972,-1.1060758983795698,0.8621910313690622,-0.5434562067730165,0.8151483939308877,0.9935263359017907,1.6502951908805896,-1.9917164551596742,-1.8421504970805913,-0.9577431981320352
2.123368391286184,-0.4906382156833906,-0.6892349839111819,-1.2122705769390825,-1.2325967800624789,0.030597254168705495,1.2649369043302587,2.002965971592247,1.2832869576861277,-0.8910117055014586
-2.1400688823826757,-0.3469085305640467,0.3077244089319376,-0.34397361951804345,0.4617025091349354,1.660234304526713,-0.07445732811237009,1.0567162633532434,-0.390308051399594,-0.12635135660283622
-1.5630263864584923,-0.4994777790228143,0.4685087127462924,-0.020671493275881345,-1.323564302665257,1.8895712737343147,2.321674036527907,-0.006306016423872182,-0.8145239642686152,1.4398153337707833
0.34451163437737414,-0.9883165620969699,-0.4614669075643162,2.4164335497986023,0.2839118152940811,0.13874800625949074,0.8458244731178941,0.7057401845060784,-0.43358859397812444,-0.8248965874221306
-0.5218264967698818,-1.467897902343908,0.5985710229129828,2.666612766776351,0.007999061272608032,-1.8381963179516048,-0.12038001033252373,0.41752647635512424,-1.5665276112350668,0.11714249030164717
0.12046688984620534,-0.7357357903745116,-0.16503915723637005,-1.22776811316981,-1.8804038887555878,2.0464906358809976,0.2832395096633252,1.6661120026847045,0.6254776284637646,0.5676134075553235
-0.6844070783733383,0.10613790393641444,-0.018555937871494108,0.21616778845756257,1.1424444542573085,-0.8431871405953993,-0.34032326460521994,-0.4597915648576966,-0.42768541333432386,-0.011033939381100274
-0.7211723665512196,1.3349857046853706,0.28107834298382944,0.8564954489145058,0.39692740170793683,-0.6337607292780395,2.0593247415906024,0.11789818474876697,1.832865042167038,-1.831694969332109
0.9998528151887135,-1.826401521799585,0.06336554393805735,-0.13995039246197105,-1.089165809117668,0.27777423152611064,-0.19592617245748128,0.7134957479801511,-0.48392380950892994,-2.898217142654229
-0.25044247528882024,0.016377350016167296,0.32594246853743375,1.3816380961209185,1.1202674674194477,-0.2069236427066659,0.923869687932826,1.1954924413687014,-0.2100340176857322,0.06042952050243264
0.334700168738472,-2.2842087702886484,0.6281845202031704,-0.5329580593112435,-0.08393771189469747,1.3381990555270582,-0.647190997960802,0.8572398226733235,-0.5894202161445392,0.7203140668183172
-0.40021964893560097,0.22910525430753434,1.0622781342130787,-1.0069494280276565,1.4437320109227136,0.07331297075012441,-0.3354822761621871,-1.8261454442386356,-1.0634966864768256,0.2197938330742586
-0.8033511798355871,1.1853146920012807,-0.132460379412297,0.25313103409035315,0.6800687967417027,0.5206599918308326,-0.7030402630267827,-1.403015034732505,-1.1707289095611306,-1.1222987410909466
-1.9263733240011043,-1.61355769568727,0.09384017848780064,-0.6324362934481068,0.835778358167714,-0.9217870259529574,0.8967532813136478,-1.5338265374944,-0.02911388247104037,-1.246811307922328
